Date,age group,one dose cumulative
2021-07-26,12-17yrs,5703
2021-07-26,18-29yrs,12858
2021-07-26,30-39yrs,11476
2021-07-26,40-49yrs,12777
2021-07-26,50-59yrs,19021
2021-07-26,60-69yrs,24486
2021-07-26,70-79yrs,18204
2021-07-26,80+,10256
2021-07-27,12-17yrs,5723
2021-07-27,18-29yrs,12917
2021-07-27,30-39yrs,11520
2021-07-27,40-49yrs,12816
2021-07-27,50-59yrs,19057
2021-07-27,60-69yrs,24514
2021-07-27,70-79yrs,18219
2021-07-27,80+,10258
2021-07-28,12-17yrs,5760
2021-07-28,18-29yrs,12980
2021-07-28,30-39yrs,11557
2021-07-28,40-49yrs,12859
2021-07-28,50-59yrs,19097
2021-07-28,60-69yrs,24558
2021-07-28,70-79yrs,18241
2021-07-28,80+,10265
2021-07-29,12-17yrs,5782
2021-07-29,18-29yrs,13025
2021-07-29,30-39yrs,11602
2021-07-29,40-49yrs,12889
2021-07-29,50-59yrs,19134
2021-07-29,60-69yrs,24598
2021-07-29,70-79yrs,18257
2021-07-29,80+,10268
2021-07-30,12-17yrs,5809
2021-07-30,18-29yrs,13077
2021-07-30,30-39yrs,11644
2021-07-30,40-49yrs,12923
2021-07-30,50-59yrs,19172
2021-07-30,60-69yrs,24619
2021-07-30,70-79yrs,18264
2021-07-30,80+,10270
2021-07-31,12-17yrs,5855
2021-07-31,18-29yrs,13135
2021-07-31,30-39yrs,11692
2021-07-31,40-49yrs,12968
2021-07-31,50-59yrs,19209
2021-07-31,60-69yrs,24654
2021-07-31,70-79yrs,18271
2021-07-31,80+,10271
2021-08-01,12-17yrs,5858
2021-08-01,18-29yrs,13140
2021-08-01,30-39yrs,11698
2021-08-01,40-49yrs,12973
2021-08-01,50-59yrs,19216
2021-08-01,60-69yrs,24657
2021-08-01,70-79yrs,18274
2021-08-01,80+,10271
2021-08-02,12-17yrs,5862
2021-08-02,18-29yrs,13150
2021-08-02,30-39yrs,11699
2021-08-02,40-49yrs,12975
