2021-10-02,50-59yrs,1143
2021-10-02,60-69yrs,864
2021-10-02,70-79yrs,332
2021-10-02,80+,79
2021-10-03,12-17yrs,565
2021-10-03,18-29yrs,4847
2021-10-03,30-39yrs,2562
2021-10-03,40-49yrs,1619
2021-10-03,50-59yrs,1149
2021-10-03,60-69yrs,868
2021-10-03,70-79yrs,334
2021-10-03,80+,80
2021-10-04,12-17yrs,569
2021-10-04,18-29yrs,4889
2021-10-04,30-39yrs,2571
2021-10-04,40-49yrs,1628
2021-10-04,50-59yrs,1158
2021-10-04,60-69yrs,875
2021-10-04,70-79yrs,335
2021-10-04,80+,80
2021-10-05,12-17yrs,572
2021-10-05,18-29yrs,5027
2021-10-05,30-39yrs,2608
2021-10-05,40-49yrs,1647
2021-10-05,50-59yrs,1169
2021-10-05,60-69yrs,891
2021-10-05,70-79yrs,338
2021-10-05,80+,83
2021-10-06,12-17yrs,582
2021-10-06,18-29yrs,5183
2021-10-06,30-39yrs,2669
2021-10-06,40-49yrs,1680
2021-10-06,50-59yrs,1202
2021-10-06,60-69yrs,893
2021-10-06,70-79yrs,341
2021-10-06,80+,82
2021-10-07,12-17yrs,581
2021-10-07,18-29yrs,5262
2021-10-07,30-39yrs,2740
2021-10-07,40-49yrs,1724
2021-10-07,50-59yrs,1234
2021-10-07,60-69yrs,903
2021-10-07,70-79yrs,345
2021-10-07,80+,83
2021-10-08,12-17yrs,581
2021-10-08,18-29yrs,5587
2021-10-08,30-39yrs,2833
2021-10-08,40-49yrs,1786
2021-10-08,50-59yrs,1264
2021-10-08,60-69yrs,909
2021-10-08,70-79yrs,340
2021-10-08,80+,80
2021-10-09,12-17yrs,582
2021-10-09,18-29yrs,5670
2021-10-09,30-39yrs,2878
2021-10-09,40-49yrs,1812
2021-10-09,50-59yrs,1286
2021-10-09,60-69yrs,906
2021-10-09,70-79yrs,339
2021-10-09,80+,79
2021-10-10,12-17yrs,581
2021-10-10,18-29yrs,5706
2021-10-10,30-39yrs,2907
