2021-10-10,60-69yrs,0,909
2021-10-10,70-79yrs,0,345
2021-10-10,80+,0,79
2021-10-11,12-17yrs,0,583
2021-10-11,18-29yrs,0,5739
2021-10-11,30-39yrs,0,2909
2021-10-11,40-49yrs,0,1833
2021-10-11,50-59yrs,0,1295
2021-10-11,60-69yrs,0,912
2021-10-11,70-79yrs,0,345
2021-10-11,80+,0,80
2021-10-12,12-17yrs,0,590
2021-10-12,18-29yrs,0,5788
2021-10-12,30-39yrs,0,2945
2021-10-12,40-49yrs,0,1855
2021-10-12,50-59yrs,0,1311
2021-10-12,60-69yrs,0,919
2021-10-12,70-79yrs,0,347
2021-10-12,80+,0,80
2021-10-13,12-17yrs,0,575
2021-10-13,18-29yrs,0,5740
2021-10-13,30-39yrs,0,2453
2021-10-13,40-49yrs,0,1362
2021-10-13,50-59yrs,0,1047
2021-10-13,60-69yrs,0,897
2021-10-13,70-79yrs,0,351
2021-10-13,80+,0,79
2021-10-14,12-17yrs,0,584
2021-10-14,18-29yrs,0,5833
2021-10-14,30-39yrs,0,2485
2021-10-14,40-49yrs,0,1371
2021-10-14,50-59yrs,0,1053
2021-10-14,60-69yrs,0,900
2021-10-14,70-79yrs,0,346
2021-10-14,80+,0,78
2021-10-15,12-17yrs,0,630
2021-10-15,18-29yrs,0,6046
2021-10-15,30-39yrs,0,2537
2021-10-15,40-49yrs,0,1392
2021-10-15,50-59yrs,0,1063
2021-10-15,60-69yrs,0,915
2021-10-15,70-79yrs,0,348
2021-10-15,80+,0,80
2021-10-16,12-17yrs,0,628
2021-10-16,18-29yrs,0,6192
2021-10-16,30-39yrs,0,2544
2021-10-16,40-49yrs,0,1399
2021-10-16,50-59yrs,0,1066
2021-10-16,60-69yrs,0,919
2021-10-16,70-79yrs,0,355
2021-10-16,80+,0,76
2021-10-17,12-17yrs,0,630
2021-10-17,18-29yrs,0,6250
2021-10-17,30-39yrs,0,2552
2021-10-17,40-49yrs,0,1406
2021-10-17,50-59yrs,0,1069
2021-10-17,60-69yrs,0,918
2021-10-17,70-79yrs,0,357
2021-10-17,80+,0,76
2021-10-18,12-17yrs,0,631
2021-10-18,18-29yrs,0,6284
2021-10-18,30-39yrs,0,2564
2021-10-18,40-49yrs,0,1414
2021-10-18,50-59yrs,0,1076
2021-10-18,60-69yrs,0,919
2021-10-18,70-79yrs,0,358
2021-10-18,80+,0,77
2021-10-19,12-17yrs,0,642
2021-10-19,18-29yrs,0,6482
2021-10-19,30-39yrs,0,2630
2021-10-19,40-49yrs,0,1437
2021-10-19,50-59yrs,0,1090
2021-10-19,60-69yrs,0,932
2021-10-19,70-79yrs,0,366
2021-10-19,80+,0,77
2021-10-20,12-17yrs,0,655
2021-10-20,18-29yrs,0,6646
2021-10-20,30-39yrs,0,2678
2021-10-20,40-49yrs,0,1447
2021-10-20,50-59yrs,0,1103
2021-10-20,60-69yrs,0,945
2021-10-20,70-79yrs,0,373
2021-10-20,80+,0,78
2021-10-21,12-17yrs,0,656
2021-10-21,18-29yrs,0,6819
2021-10-21,30-39yrs,0,2727
2021-10-21,40-49yrs,0,1466
2021-10-21,50-59yrs,0,1120
2021-10-21,60-69yrs,0,953
2021-10-21,70-79yrs,0,380
2021-10-21,80+,0,79
2021-10-22,12-17yrs,0,696
2021-10-22,18-29yrs,0,6986
2021-10-22,30-39yrs,0,2763
2021-10-22,40-49yrs,0,1489
2021-10-22,50-59yrs,0,1132
2021-10-22,60-69yrs,0,963
2021-10-22,70-79yrs,0,381
2021-10-22,80+,0,81
2021-10-23,12-17yrs,0,707
2021-10-23,18-29yrs,0,7139
2021-10-23,30-39yrs,0,2794
2021-10-23,40-49yrs,0,1508
2021-10-23,50-59yrs,0,1143
2021-10-23,60-69yrs,0,976
2021-10-23,70-79yrs,0,388
2021-10-23,80+,0,81
2021-10-24,12-17yrs,0,705
2021-10-24,18-29yrs,0,7189
2021-10-24,30-39yrs,0,2807
2021-10-24,40-49yrs,0,1509
2021-10-24,50-59yrs,0,1141
2021-10-24,60-69yrs,0,978
2021-10-24,70-79yrs,0,378
2021-10-24,80+,0,82
2021-10-25,12-17yrs,0,708
2021-10-25,18-29yrs,0,7199
2021-10-25,30-39yrs,0,2804
