Date,PHU_num,One_dose_percentage
2021-10-28,9999,0
2021-10-29,2226,89.8
2021-10-29,2227,86.49
2021-10-29,2230,89.82
2021-10-29,2233,85.68
2021-10-29,2234,86.91
2021-10-29,2235,88.04
2021-10-29,2236,90.14
2021-10-29,2237,85.09
2021-10-29,2238,87.16
2021-10-29,2240,85.43
2021-10-29,2241,89.34
2021-10-29,2242,84.02
2021-10-29,2243,97.98
2021-10-29,2244,91.25
2021-10-29,2246,88.81
2021-10-29,2247,86.37
2021-10-29,2249,88.83
2021-10-29,2251,90.59
2021-10-29,2253,87.74
2021-10-29,2255,87.87
2021-10-29,2256,89.71
2021-10-29,2257,83.78
2021-10-29,2258,91.09
2021-10-29,2260,87.25
2021-10-29,2261,90.53
2021-10-29,2262,93.27
2021-10-29,2263,87.28
2021-10-29,2265,91.67
2021-10-29,2266,89.11
2021-10-29,2268,87.51
2021-10-29,2270,87.07
2021-10-29,3895,85.33
2021-10-29,4913,86.45
2021-10-29,5183,90.41
2021-10-29,9999,0
2021-10-30,2226,89.88
2021-10-30,2227,86.57
2021-10-30,2230,89.89
2021-10-30,2233,85.73
2021-10-30,2234,86.96
2021-10-30,2235,88.1
2021-10-30,2236,90.18
2021-10-30,2237,85.14
2021-10-30,2238,87.19
2021-10-30,2240,85.49
2021-10-30,2241,89.39
2021-10-30,2242,84.09
2021-10-30,2243,98.02
2021-10-30,2244,91.31
2021-10-30,2246,88.86
2021-10-30,2247,86.42
2021-10-30,2249,88.93
2021-10-30,2251,90.65
2021-10-30,2253,87.8
2021-10-30,2255,87.94
2021-10-30,2256,89.77
2021-10-30,2257,83.89
2021-10-30,2258,91.15
2021-10-30,2260,87.29
2021-10-30,2261,90.57
2021-10-30,2262,93.32
2021-10-30,2263,87.31
2021-10-30,2265,91.73
2021-10-30,2266,89.17
2021-10-30,2268,87.59
2021-10-30,2270,87.12
2021-10-30,3895,85.37
2021-10-30,4913,86.53
2021-10-30,5183,90.47
2021-10-30,9999,0
2021-10-31,2226,89.9
2021-10-31,2227,86.58
2021-10-31,2230,89.92
2021-10-31,2233,85.75
2021-10-31,2234,86.97
2021-10-31,2235,88.13
2021-10-31,2236,90.22
2021-10-31,2237,85.18
2021-10-31,2238,87.2
2021-10-31,2240,85.61
2021-10-31,2241,89.41
2021-10-31,2242,84.15
2021-10-31,2243,98.03
2021-10-31,2244,91.34
2021-10-31,2246,88.91
2021-10-31,2247,86.44
2021-10-31,2249,88.97
2021-10-31,2251,90.68
2021-10-31,2253,87.85
2021-10-31,2255,87.95
2021-10-31,2256,89.8
2021-10-31,2257,83.95
2021-10-31,2258,91.18
2021-10-31,2260,87.31
2021-10-31,2261,90.62
2021-10-31,2262,93.33
2021-10-31,2263,87.34
2021-10-31,2265,91.77
2021-10-31,2266,89.19
2021-10-31,2268,87.64
2021-10-31,2270,87.16
2021-10-31,3895,85.41
2021-10-31,4913,86.56
2021-10-31,5183,90.48
2021-10-31,9999,0
2021-11-01,2226,89.91
2021-11-01,2227,86.59
2021-11-01,2230,89.93
2021-11-01,2233,85.75
2021-11-01,2234,86.98
2021-11-01,2235,88.14
2021-11-01,2236,90.23
2021-11-01,2237,85.21
2021-11-01,2238,87.2
2021-11-01,2240,85.62
2021-11-01,2241,89.42
2021-11-01,2242,84.17
2021-11-01,2243,98.06
2021-11-01,2244,91.36
2021-11-01,2246,88.92
2021-11-01,2247,86.44
2021-11-01,2249,88.98
2021-11-01,2251,90.7
2021-11-01,2253,87.87
2021-11-01,2255,87.96
2021-11-01,2256,89.82
2021-11-01,2257,83.96
2021-11-01,2258,91.19
2021-11-01,2260,87.33
2021-11-01,2261,90.62
2021-11-01,2262,93.34
2021-11-01,2263,87.35
2021-11-01,2265,91.79
2021-11-01,2266,89.2
2021-11-01,2268,87.67
2021-11-01,2270,87.19
2021-11-01,3895,85.43
2021-11-01,4913,86.58
2021-11-01,5183,90.49
2021-11-01,9999,0
2021-11-02,2226,89.94
2021-11-02,2227,86.63
2021-11-02,2230,90.03
2021-11-02,2233,85.78
2021-11-02,2234,87.03
2021-11-02,2235,88.16
2021-11-02,2236,90.26
2021-11-02,2237,85.25
2021-11-02,2238,87.24
2021-11-02,2240,85.65
2021-11-02,2241,89.45
2021-11-02,2242,84.22
2021-11-02,2243,98.1
2021-11-02,2244,91.41
2021-11-02,2246,88.94
2021-11-02,2247,86.49
2021-11-02,2249,89.05
2021-11-02,2251,90.73
2021-11-02,2253,87.91
2021-11-02,2255,87.99
2021-11-02,2256,89.85
2021-11-02,2257,84.0
2021-11-02,2258,91.23
2021-11-02,2260,87.36
2021-11-02,2261,90.66
2021-11-02,2262,93.38
2021-11-02,2263,87.46
2021-11-02,2265,91.83
2021-11-02,2266,89.23
2021-11-02,2268,87.72
2021-11-02,2270,87.22
2021-11-02,3895,85.46
2021-11-02,4913,86.64
2021-11-02,5183,90.52
2021-11-02,9999,0
2021-11-03,2226,89.99
2021-11-03,2227,86.69
2021-11-03,2230,90.15
2021-11-03,2233,85.81
2021-11-03,2234,87.1
2021-11-03,2235,88.19
2021-11-03,2236,90.31
2021-11-03,2237,85.29
2021-11-03,2238,87.31
2021-11-03,2240,85.7
2021-11-03,2241,89.49
2021-11-03,2242,84.25
2021-11-03,2243,98.12
2021-11-03,2244,91.44
2021-11-03,2246,88.97
2021-11-03,2247,86.52
2021-11-03,2249,89.13
2021-11-03,2251,90.78
2021-11-03,2253,87.96
2021-11-03,2255,88.0
2021-11-03,2256,89.93
2021-11-03,2257,84.05
2021-11-03,2258,91.3
2021-11-03,2260,87.42
2021-11-03,2261,90.75
2021-11-03,2262,93.42
2021-11-03,2263,87.55
2021-11-03,2265,91.88
2021-11-03,2266,89.27
2021-11-03,2268,87.77
2021-11-03,2270,87.25
2021-11-03,3895,85.49
2021-11-03,4913,86.75
2021-11-03,5183,90.54
2021-11-03,9999,0
2021-11-04,2226,90.05
2021-11-04,2227,86.72
2021-11-04,2230,90.3
2021-11-04,2233,85.84
2021-11-04,2234,87.17
2021-11-04,2235,88.19
2021-11-04,2236,90.35
2021-11-04,2237,85.35
2021-11-04,2238,87.34
2021-11-04,2240,85.77
2021-11-04,2241,89.53
2021-11-04,2242,84.3
2021-11-04,2243,98.16
2021-11-04,2244,91.5
2021-11-04,2246,89.02
2021-11-04,2247,86.55
2021-11-04,2249,89.28
2021-11-04,2251,90.82
2021-11-04,2253,88.0
2021-11-04,2255,88.05
2021-11-04,2256,90.0
2021-11-04,2257,84.09
2021-11-04,2258,91.33
2021-11-04,2260,87.46
2021-11-04,2261,90.81
2021-11-04,2262,93.47
2021-11-04,2263,87.6
2021-11-04,2265,91.93
2021-11-04,2266,89.31
2021-11-04,2268,87.83
2021-11-04,2270,87.29
2021-11-04,3895,85.51
2021-11-04,4913,86.73
2021-11-04,5183,90.57
2021-11-04,9999,0
2021-11-05,2226,90.09
2021-11-05,2227,86.77
2021-11-05,2230,90.4
2021-11-05,2233,85.86
2021-11-05,2234,87.2
2021-11-05,2235,88.19
2021-11-05,2236,90.39
2021-11-05,2237,85.39
2021-11-05,2238,87.4
2021-11-05,2240,85.81
2021-11-05,2241,89.58
2021-11-05,2242,84.33
2021-11-05,2243,98.2
2021-11-05,2244,91.56
2021-11-05,2246,89.11
2021-11-05,2247,86.62
2021-11-05,2249,89.38
2021-11-05,2251,90.85
2021-11-05,2253,88.02
2021-11-05,2255,88.09
2021-11-05,2256,90.06
2021-11-05,2257,84.14
2021-11-05,2258,91.37
2021-11-05,2260,87.51
2021-11-05,2261,90.87
2021-11-05,2262,93.51
2021-11-05,2263,87.64
2021-11-05,2265,91.99
2021-11-05,2266,89.35
2021-11-05,2268,87.88
2021-11-05,2270,87.32
2021-11-05,3895,85.54
2021-11-05,4913,86.7
2021-11-05,5183,90.62
2021-11-05,9999,0
2021-11-06,2226,90.11
2021-11-06,2227,86.79
2021-11-06,2230,90.43
2021-11-06,2233,85.9
2021-11-06,2234,87.23
2021-11-06,2235,88.21
2021-11-06,2236,90.41
2021-11-06,2237,85.39
2021-11-06,2238,87.4
2021-11-06,2240,85.83
2021-11-06,2241,89.6
2021-11-06,2242,84.37
2021-11-06,2243,98.22
2021-11-06,2244,91.61
2021-11-06,2246,89.16
2021-11-06,2247,86.63
2021-11-06,2249,89.42
2021-11-06,2251,90.87
2021-11-06,2253,88.05
2021-11-06,2255,88.12
2021-11-06,2256,90.09
2021-11-06,2257,84.16
2021-11-06,2258,91.4
2021-11-06,2260,87.53
2021-11-06,2261,90.89
2021-11-06,2262,93.54
2021-11-06,2263,87.64
2021-11-06,2265,92.05
2021-11-06,2266,89.36
2021-11-06,2268,87.9
2021-11-06,2270,87.34
2021-11-06,3895,85.56
2021-11-06,4913,86.67
2021-11-06,5183,90.63
2021-11-06,9999,0
2021-11-07,2226,90.13
2021-11-07,2227,86.8
2021-11-07,2230,90.46
2021-11-07,2233,85.91
2021-11-07,2234,87.26
2021-11-07,2235,88.23
2021-11-07,2236,90.44
2021-11-07,2237,85.42
2021-11-07,2238,87.41
2021-11-07,2240,85.89
2021-11-07,2241,89.62
2021-11-07,2242,84.38
2021-11-07,2243,98.23
2021-11-07,2244,91.65
2021-11-07,2246,89.19
2021-11-07,2247,86.64
2021-11-07,2249,89.46
2021-11-07,2251,90.9
2021-11-07,2253,88.1
2021-11-07,2255,88.13
2021-11-07,2256,90.11
2021-11-07,2257,84.17
2021-11-07,2258,91.41
2021-11-07,2260,87.56
2021-11-07,2261,90.93
2021-11-07,2262,93.55
2021-11-07,2263,87.66
2021-11-07,2265,92.08
2021-11-07,2266,89.38
2021-11-07,2268,87.94
2021-11-07,2270,87.37
2021-11-07,3895,85.59
2021-11-07,4913,86.69
2021-11-07,5183,90.64
2021-11-07,9999,0
2021-11-08,2226,90.18
2021-11-08,2227,86.84
2021-11-08,2230,90.49
2021-11-08,2233,85.94
2021-11-08,2234,87.29
2021-11-08,2235,88.28
2021-11-08,2236,90.47
2021-11-08,2237,85.47
2021-11-08,2238,87.43
2021-11-08,2240,85.91
2021-11-08,2241,89.69
2021-11-08,2242,84.43
2021-11-08,2243,98.27
2021-11-08,2244,91.69
2021-11-08,2246,89.23
2021-11-08,2247,86.67
2021-11-08,2249,89.5
2021-11-08,2251,90.93
2021-11-08,2253,88.15
2021-11-08,2255,88.18
2021-11-08,2256,90.16
2021-11-08,2257,84.19
2021-11-08,2258,91.46
2021-11-08,2260,87.6
2021-11-08,2261,90.97
2021-11-08,2262,93.58
2021-11-08,2263,87.66
2021-11-08,2265,92.13
2021-11-08,2266,89.41
2021-11-08,2268,88.02
2021-11-08,2270,87.4
2021-11-08,3895,85.63
2021-11-08,4913,86.74
2021-11-08,5183,90.66
2021-11-08,9999,0
2021-11-09,2226,90.21
2021-11-09,2227,86.89
2021-11-09,2230,90.53
2021-11-09,2233,85.95
2021-11-09,2234,87.33
2021-11-09,2235,88.25
2021-11-09,2236,90.5
2021-11-09,2237,85.51
2021-11-09,2238,87.48
2021-11-09,2240,85.96
2021-11-09,2241,89.74
2021-11-09,2242,84.49
2021-11-09,2243,98.29
2021-11-09,2244,91.72
2021-11-09,2246,89.27
2021-11-09,2247,86.69
2021-11-09,2249,89.55
2021-11-09,2251,90.97
2021-11-09,2253,88.18
2021-11-09,2255,88.23
2021-11-09,2256,90.22
2021-11-09,2257,84.23
2021-11-09,2258,91.5
2021-11-09,2260,87.63
2021-11-09,2261,91.02
2021-11-09,2262,93.63
2021-11-09,2263,87.7
2021-11-09,2265,92.17
2021-11-09,2266,89.45
2021-11-09,2268,88.07
2021-11-09,2270,87.44
2021-11-09,3895,85.66
2021-11-09,4913,86.79
2021-11-09,5183,90.68
2021-11-09,9999,0
2021-11-10,2226,90.27
2021-11-10,2227,86.93
2021-11-10,2230,90.57
2021-11-10,2233,85.99
2021-11-10,2234,87.38
2021-11-10,2235,88.27
2021-11-10,2236,90.54
2021-11-10,2237,85.57
2021-11-10,2238,87.55
2021-11-10,2240,86.01
2021-11-10,2241,89.78
2021-11-10,2242,84.53
2021-11-10,2243,98.33
2021-11-10,2244,91.76
2021-11-10,2246,89.29
2021-11-10,2247,86.72
2021-11-10,2249,89.58
2021-11-10,2251,91.01
2021-11-10,2253,88.23
2021-11-10,2255,88.26
2021-11-10,2256,90.27
2021-11-10,2257,84.28
2021-11-10,2258,91.56
2021-11-10,2260,87.67
2021-11-10,2261,91.12
2021-11-10,2262,93.68
2021-11-10,2263,87.74
2021-11-10,2265,92.22
2021-11-10,2266,89.48
2021-11-10,2268,88.11
2021-11-10,2270,87.47
2021-11-10,3895,85.7
2021-11-10,4913,86.82
2021-11-10,5183,90.72
2021-11-10,9999,0
2021-11-11,2226,90.32
2021-11-11,2227,86.97
2021-11-11,2230,90.61
2021-11-11,2233,86.02
2021-11-11,2234,87.42
2021-11-11,2235,88.29
2021-11-11,2236,90.59
2021-11-11,2237,85.61
2021-11-11,2238,87.59
2021-11-11,2240,86.08
2021-11-11,2241,89.85
2021-11-11,2242,84.57
2021-11-11,2243,98.37
2021-11-11,2244,91.8
2021-11-11,2246,89.33
2021-11-11,2247,86.74
2021-11-11,2249,89.67
2021-11-11,2251,91.05
2021-11-11,2253,88.28
2021-11-11,2255,88.28
2021-11-11,2256,90.32
2021-11-11,2257,84.31
2021-11-11,2258,91.58
2021-11-11,2260,87.71
2021-11-11,2261,91.2
2021-11-11,2262,93.73
2021-11-11,2263,87.8
2021-11-11,2265,92.26
2021-11-11,2266,89.51
2021-11-11,2268,88.17
2021-11-11,2270,87.51
2021-11-11,3895,85.74
2021-11-11,4913,86.86
2021-11-11,5183,90.75
2021-11-11,9999,0
2021-11-12,2226,90.34
2021-11-12,2227,87.0
2021-11-12,2230,90.65
2021-11-12,2233,86.04
2021-11-12,2234,87.45
2021-11-12,2235,88.31
2021-11-12,2236,90.63
2021-11-12,2237,85.63
2021-11-12,2238,87.61
2021-11-12,2240,86.08
2021-11-12,2241,89.93
2021-11-12,2242,84.61
2021-11-12,2243,98.42
2021-11-12,2244,91.85
2021-11-12,2246,89.39
2021-11-12,2247,86.79
2021-11-12,2249,89.67
2021-11-12,2251,91.08
2021-11-12,2253,88.32
2021-11-12,2255,88.31
2021-11-12,2256,90.35
2021-11-12,2257,84.32
2021-11-12,2258,91.61
2021-11-12,2260,87.76
2021-11-12,2261,91.24
2021-11-12,2262,93.76
2021-11-12,2263,87.82
2021-11-12,2265,92.32
2021-11-12,2266,89.55
2021-11-12,2268,88.21
2021-11-12,2270,87.55
2021-11-12,3895,85.77
2021-11-12,4913,86.89
2021-11-12,5183,90.76
2021-11-12,9999,0
2021-11-13,2226,90.41
2021-11-13,2227,87.05
2021-11-13,2230,90.7
2021-11-13,2233,86.1
2021-11-13,2234,87.51
2021-11-13,2235,88.32
2021-11-13,2236,90.68
2021-11-13,2237,85.68
2021-11-13,2238,87.65
2021-11-13,2240,86.1
2021-11-13,2241,90.0
2021-11-13,2242,84.69
2021-11-13,2243,98.45
2021-11-13,2244,91.89
2021-11-13,2246,89.45
2021-11-13,2247,86.81
2021-11-13,2249,89.71
2021-11-13,2251,91.12
2021-11-13,2253,88.37
2021-11-13,2255,88.37
2021-11-13,2256,90.42
2021-11-13,2257,84.35
2021-11-13,2258,91.64
2021-11-13,2260,87.79
2021-11-13,2261,91.31
2021-11-13,2262,93.81
2021-11-13,2263,87.85
2021-11-13,2265,92.37
2021-11-13,2266,89.59
2021-11-13,2268,88.28
2021-11-13,2270,87.59
2021-11-13,3895,85.81
2021-11-13,4913,86.95
2021-11-13,5183,90.78
2021-11-13,9999,0
2021-11-14,2226,90.43
2021-11-14,2227,87.06
2021-11-14,2230,90.73
2021-11-14,2233,86.11
2021-11-14,2234,87.53
2021-11-14,2235,88.33
2021-11-14,2236,90.72
2021-11-14,2237,85.72
2021-11-14,2238,87.67
2021-11-14,2240,86.15
2021-11-14,2241,90.04
2021-11-14,2242,84.7
2021-11-14,2243,98.46
2021-11-14,2244,91.92
2021-11-14,2246,89.49
2021-11-14,2247,86.82
2021-11-14,2249,89.74
2021-11-14,2251,91.15
2021-11-14,2253,88.41
2021-11-14,2255,88.39
2021-11-14,2256,90.43
2021-11-14,2257,84.37
2021-11-14,2258,91.69
2021-11-14,2260,87.82
2021-11-14,2261,91.36
2021-11-14,2262,93.82
2021-11-14,2263,87.86
2021-11-14,2265,92.4
2021-11-14,2266,89.61
2021-11-14,2268,88.32
2021-11-14,2270,87.62
2021-11-14,3895,85.85
2021-11-14,4913,86.97
2021-11-14,5183,90.81
2021-11-14,9999,0
2021-11-15,2226,90.44
2021-11-15,2227,87.07
2021-11-15,2230,90.75
2021-11-15,2233,86.2
2021-11-15,2234,87.54
2021-11-15,2235,88.35
2021-11-15,2236,90.73
2021-11-15,2237,85.75
2021-11-15,2238,87.68
2021-11-15,2240,86.16
2021-11-15,2241,90.05
2021-11-15,2242,84.7
2021-11-15,2243,98.48
2021-11-15,2244,91.94
2021-11-15,2246,89.51
2021-11-15,2247,86.84
2021-11-15,2249,89.77
2021-11-15,2251,91.17
2021-11-15,2253,88.44
2021-11-15,2255,88.4
2021-11-15,2256,90.47
2021-11-15,2257,84.38
2021-11-15,2258,91.69
2021-11-15,2260,87.84
2021-11-15,2261,91.37
2021-11-15,2262,93.83
2021-11-15,2263,87.87
2021-11-15,2265,92.42
2021-11-15,2266,89.6
2021-11-15,2268,88.35
2021-11-15,2270,87.65
2021-11-15,3895,85.87
2021-11-15,4913,87.0
2021-11-15,5183,90.8
2021-11-15,9999,0
2021-11-16,2226,90.48
2021-11-16,2227,87.11
2021-11-16,2230,90.77
2021-11-16,2233,86.23
2021-11-16,2234,87.58
2021-11-16,2235,88.38
2021-11-16,2236,90.76
2021-11-16,2237,85.78
2021-11-16,2238,87.72
2021-11-16,2240,86.18
2021-11-16,2241,90.11
2021-11-16,2242,84.75
2021-11-16,2243,98.51
2021-11-16,2244,91.99
2021-11-16,2246,89.57
2021-11-16,2247,86.88
2021-11-16,2249,89.78
2021-11-16,2251,91.21
2021-11-16,2253,88.46
2021-11-16,2255,88.43
2021-11-16,2256,90.5
2021-11-16,2257,84.42
2021-11-16,2258,91.72
2021-11-16,2260,87.88
2021-11-16,2261,91.4
2021-11-16,2262,93.86
2021-11-16,2263,87.92
2021-11-16,2265,92.48
2021-11-16,2266,89.63
2021-11-16,2268,88.39
2021-11-16,2270,87.68
2021-11-16,3895,85.9
2021-11-16,4913,87.02
2021-11-16,5183,90.82
2021-11-16,9999,0
2021-11-17,2226,90.56
2021-11-17,2227,87.16
2021-11-17,2230,90.81
2021-11-17,2233,86.26
2021-11-17,2234,87.62
2021-11-17,2235,88.35
2021-11-17,2236,90.81
2021-11-17,2237,85.83
2021-11-17,2238,87.82
2021-11-17,2240,86.26
2021-11-17,2241,90.16
2021-11-17,2242,84.76
2021-11-17,2243,98.54
2021-11-17,2244,92.03
2021-11-17,2246,89.61
2021-11-17,2247,86.91
2021-11-17,2249,89.82
2021-11-17,2251,91.25
2021-11-17,2253,88.5
2021-11-17,2255,88.45
2021-11-17,2256,90.55
2021-11-17,2257,84.48
2021-11-17,2258,91.77
2021-11-17,2260,87.92
2021-11-17,2261,91.47
2021-11-17,2262,93.9
2021-11-17,2263,87.94
2021-11-17,2265,92.52
2021-11-17,2266,89.68
2021-11-17,2268,88.44
2021-11-17,2270,87.72
2021-11-17,3895,85.94
2021-11-17,4913,87.06
2021-11-17,5183,90.86
2021-11-17,9999,0
2021-11-18,2226,90.63
2021-11-18,2227,87.2
2021-11-18,2230,90.85
2021-11-18,2233,86.29
2021-11-18,2234,87.66
2021-11-18,2235,88.37
2021-11-18,2236,90.85
2021-11-18,2237,85.86
2021-11-18,2238,87.84
2021-11-18,2240,86.3
2021-11-18,2241,90.22
2021-11-18,2242,84.78
2021-11-18,2243,98.58
2021-11-18,2244,92.07
2021-11-18,2246,89.65
2021-11-18,2247,86.94
2021-11-18,2249,89.88
2021-11-18,2251,91.29
2021-11-18,2253,88.53
2021-11-18,2255,88.48
2021-11-18,2256,90.59
2021-11-18,2257,84.51
2021-11-18,2258,91.8
2021-11-18,2260,87.97
2021-11-18,2261,91.54
2021-11-18,2262,93.92
2021-11-18,2263,87.97
2021-11-18,2265,92.57
2021-11-18,2266,89.7
2021-11-18,2268,88.49
2021-11-18,2270,87.76
2021-11-18,3895,85.98
2021-11-18,4913,87.11
2021-11-18,5183,90.89
2021-11-18,9999,0
2021-11-19,2226,90.67
2021-11-19,2227,87.24
2021-11-19,2230,90.88
2021-11-19,2233,86.31
2021-11-19,2234,87.7
2021-11-19,2235,88.41
2021-11-19,2236,90.89
2021-11-19,2237,85.91
2021-11-19,2238,87.87
2021-11-19,2240,86.33
2021-11-19,2241,90.28
2021-11-19,2242,84.82
2021-11-19,2243,98.6
2021-11-19,2244,92.11
2021-11-19,2246,89.67
2021-11-19,2247,86.97
2021-11-19,2249,89.96
2021-11-19,2251,91.33
2021-11-19,2253,88.57
2021-11-19,2255,88.51
2021-11-19,2256,90.63
2021-11-19,2257,84.55
2021-11-19,2258,91.84
2021-11-19,2260,88.01
2021-11-19,2261,91.59
2021-11-19,2262,93.97
2021-11-19,2263,88.03
2021-11-19,2265,92.6
2021-11-19,2266,89.74
2021-11-19,2268,88.54
2021-11-19,2270,87.79
2021-11-19,3895,86.02
2021-11-19,4913,87.13
2021-11-19,5183,90.93
2021-11-19,9999,0
2021-11-20,2226,90.74
2021-11-20,2227,87.3
2021-11-20,2230,90.92
2021-11-20,2233,86.37
2021-11-20,2234,87.76
2021-11-20,2235,88.46
2021-11-20,2236,90.93
2021-11-20,2237,85.98
2021-11-20,2238,87.9
2021-11-20,2240,86.35
2021-11-20,2241,90.33
2021-11-20,2242,84.87
2021-11-20,2243,98.64
2021-11-20,2244,92.14
2021-11-20,2246,89.67
2021-11-20,2247,86.99
2021-11-20,2249,90.05
2021-11-20,2251,91.37
2021-11-20,2253,88.6
2021-11-20,2255,88.58
2021-11-20,2256,90.68
2021-11-20,2257,84.58
2021-11-20,2258,91.87
2021-11-20,2260,88.04
2021-11-20,2261,91.62
2021-11-20,2262,94.0
2021-11-20,2263,88.1
2021-11-20,2265,92.65
2021-11-20,2266,89.77
2021-11-20,2268,88.61
2021-11-20,2270,87.82
2021-11-20,3895,86.06
2021-11-20,4913,87.19
2021-11-20,5183,90.95
2021-11-20,9999,0
2021-11-21,2226,90.77
2021-11-21,2227,87.31
2021-11-21,2230,90.95
2021-11-21,2233,86.38
2021-11-21,2234,87.78
2021-11-21,2235,88.47
2021-11-21,2236,90.95
2021-11-21,2237,86.01
2021-11-21,2238,87.94
2021-11-21,2240,86.39
2021-11-21,2241,90.34
2021-11-21,2242,84.88
2021-11-21,2243,98.66
2021-11-21,2244,92.17
2021-11-21,2246,89.69
2021-11-21,2247,87.0
2021-11-21,2249,90.08
2021-11-21,2251,91.39
2021-11-21,2253,88.65
2021-11-21,2255,88.59
2021-11-21,2256,90.69
2021-11-21,2257,84.59
2021-11-21,2258,91.87
2021-11-21,2260,88.07
2021-11-21,2261,91.67
2021-11-21,2262,94.01
2021-11-21,2263,88.11
2021-11-21,2265,92.68
2021-11-21,2266,89.8
2021-11-21,2268,88.64
2021-11-21,2270,87.85
2021-11-21,3895,86.1
2021-11-21,4913,87.22
2021-11-21,5183,90.98
2021-11-21,9999,0
2021-11-22,2226,90.78
2021-11-22,2227,87.32
2021-11-22,2230,90.97
2021-11-22,2233,86.39
2021-11-22,2234,87.79
2021-11-22,2235,88.49
2021-11-22,2236,90.96
2021-11-22,2237,86.03
2021-11-22,2238,87.94
2021-11-22,2240,86.4
2021-11-22,2241,90.36
2021-11-22,2242,84.89
2021-11-22,2243,98.68
2021-11-22,2244,92.18
2021-11-22,2246,89.71
2021-11-22,2247,87.01
2021-11-22,2249,90.08
2021-11-22,2251,91.4
2021-11-22,2253,88.67
2021-11-22,2255,88.59
2021-11-22,2256,90.73
2021-11-22,2257,84.6
2021-11-22,2258,91.88
2021-11-22,2260,88.09
2021-11-22,2261,91.68
2021-11-22,2262,94.02
2021-11-22,2263,88.11
2021-11-22,2265,92.7
2021-11-22,2266,89.81
2021-11-22,2268,88.68
2021-11-22,2270,87.87
2021-11-22,3895,86.12
2021-11-22,4913,87.24
2021-11-22,5183,90.98
2021-11-22,9999,0
2021-11-23,2226,90.81
2021-11-23,2227,87.36
2021-11-23,2230,91.0
2021-11-23,2233,86.4
2021-11-23,2234,87.83
2021-11-23,2235,88.47
2021-11-23,2236,90.99
2021-11-23,2237,86.06
2021-11-23,2238,87.99
2021-11-23,2240,86.42
2021-11-23,2241,90.38
2021-11-23,2242,84.93
2021-11-23,2243,98.7
2021-11-23,2244,92.22
2021-11-23,2246,89.75
2021-11-23,2247,87.04
2021-11-23,2249,90.1
2021-11-23,2251,91.43
2021-11-23,2253,88.7
2021-11-23,2255,88.62
2021-11-23,2256,90.75
2021-11-23,2257,84.63
2021-11-23,2258,91.89
2021-11-23,2260,88.12
2021-11-23,2261,91.72
2021-11-23,2262,94.05
2021-11-23,2263,88.21
2021-11-23,2265,92.73
2021-11-23,2266,89.86
2021-11-23,2268,88.72
2021-11-23,2270,87.89
2021-11-23,3895,86.15
2021-11-23,4913,87.28
2021-11-23,5183,91.0
2021-11-23,9999,0
2021-11-24,2226,90.86
2021-11-24,2227,87.4
2021-11-24,2230,91.03
2021-11-24,2233,86.42
2021-11-24,2234,87.86
2021-11-24,2235,88.48
2021-11-24,2236,91.04
2021-11-24,2237,86.1
2021-11-24,2238,88.05
2021-11-24,2240,86.44
2021-11-24,2241,90.41
2021-11-24,2242,84.94
2021-11-24,2243,98.74
2021-11-24,2244,92.25
2021-11-24,2246,89.77
2021-11-24,2247,87.08
2021-11-24,2249,90.14
2021-11-24,2251,91.46
2021-11-24,2253,88.73
2021-11-24,2255,88.64
2021-11-24,2256,90.81
2021-11-24,2257,84.68
2021-11-24,2258,91.96
2021-11-24,2260,88.16
2021-11-24,2261,91.81
2021-11-24,2262,94.12
2021-11-24,2263,88.28
2021-11-24,2265,92.77
2021-11-24,2266,89.88
2021-11-24,2268,88.76
2021-11-24,2270,87.93
2021-11-24,3895,86.19
2021-11-24,4913,87.32
2021-11-24,5183,91.04
2021-11-24,9999,0
2021-11-25,2226,90.92
2021-11-25,2227,87.43
2021-11-25,2230,91.07
2021-11-25,2233,86.44
2021-11-25,2234,87.91
2021-11-25,2235,88.5
2021-11-25,2236,91.08
2021-11-25,2237,86.13
2021-11-25,2238,88.08
2021-11-25,2240,86.49
2021-11-25,2241,90.45
2021-11-25,2242,84.99
2021-11-25,2243,98.77
2021-11-25,2244,92.29
2021-11-25,2246,89.8
2021-11-25,2247,87.11
2021-11-25,2249,90.22
2021-11-25,2251,91.5
2021-11-25,2253,88.77
2021-11-25,2255,88.67
2021-11-25,2256,90.9
2021-11-25,2257,84.69
2021-11-25,2258,91.98
2021-11-25,2260,88.2
2021-11-25,2261,91.85
2021-11-25,2262,94.17
2021-11-25,2263,88.35
2021-11-25,2265,92.8
2021-11-25,2266,89.92
2021-11-25,2268,88.81
2021-11-25,2270,87.96
2021-11-25,3895,86.22
2021-11-25,4913,87.35
2021-11-25,5183,91.06
2021-11-25,9999,0
2021-11-26,2226,90.97
2021-11-26,2227,87.47
2021-11-26,2230,91.1
2021-11-26,2233,86.46
2021-11-26,2234,87.94
2021-11-26,2235,88.52
2021-11-26,2236,91.12
2021-11-26,2237,86.17
2021-11-26,2238,88.12
2021-11-26,2240,86.53
2021-11-26,2241,90.47
2021-11-26,2242,85.0
2021-11-26,2243,98.81
2021-11-26,2244,92.33
2021-11-26,2246,89.83
2021-11-26,2247,87.14
2021-11-26,2249,90.35
2021-11-26,2251,91.53
2021-11-26,2253,88.8
2021-11-26,2255,88.72
2021-11-26,2256,90.96
