Date,PHU_num,one_or_more_doses_cumulative
2021-09-26,2244,392857
2021-09-26,2246,364260
2021-09-26,2247,97408
2021-09-26,2249,63611
2021-09-26,2251,819578
2021-09-26,2253,1189537
2021-09-26,2255,112511
2021-09-26,2256,61370
2021-09-26,2257,77343
2021-09-26,2258,160464
2021-09-26,2260,449495
2021-09-26,2261,151044
2021-09-26,2262,119615
2021-09-26,2263,24088
2021-09-26,2265,452698
2021-09-26,2266,235583
2021-09-26,2268,315531
2021-09-26,2270,909507
2021-09-26,3895,2307637
2021-09-26,4913,155577
2021-09-26,5183,107029
2021-09-26,9999,0
2021-09-26,35,678179751
2021-09-27,2226,88744
2021-09-27,2227,112804
2021-09-27,2230,540776
2021-09-27,2233,124863
2021-09-27,2234,83332
2021-09-27,2235,147834
2021-09-27,2236,472045
2021-09-27,2237,430636
2021-09-27,2238,126344
2021-09-27,2240,76863
2021-09-27,2241,165170
2021-09-27,2242,94417
2021-09-27,2243,146902
2021-09-27,2244,393112
2021-09-27,2246,364599
2021-09-27,2247,97433
2021-09-27,2249,63621
2021-09-27,2251,819871
2021-09-27,2253,1190726
2021-09-27,2255,112527
2021-09-27,2256,61412
2021-09-27,2257,77373
2021-09-27,2258,160491
2021-09-27,2260,449940
2021-09-27,2261,151068
2021-09-27,2262,119625
2021-09-27,2263,24090
2021-09-27,2265,452979
2021-09-27,2266,235666
2021-09-27,2268,315832
2021-09-27,2270,910230
2021-09-27,3895,2309481
2021-09-27,4913,155639
2021-09-27,5183,107044
2021-09-27,9999,0
2021-09-27,35,689363240
2021-09-28,2226,88817
2021-09-28,2227,113017
2021-09-28,2230,541317
2021-09-28,2233,124999
2021-09-28,2234,83546
2021-09-28,2235,148054
2021-09-28,2236,472389
2021-09-28,2237,431161
2021-09-28,2238,126480
2021-09-28,2240,76915
2021-09-28,2241,165358
2021-09-28,2242,94490
2021-09-28,2243,147076
2021-09-28,2244,393803
2021-09-28,2246,365037
2021-09-28,2247,97572
2021-09-28,2249,63775
2021-09-28,2251,820426
2021-09-28,2253,1191914
2021-09-28,2255,112730
2021-09-28,2256,61517
2021-09-28,2257,77507
2021-09-28,2258,160724
2021-09-28,2260,450581
2021-09-28,2261,151614
2021-09-28,2262,119812
2021-09-28,2263,24205
2021-09-28,2265,453518
2021-09-28,2266,235989
2021-09-28,2268,316234
2021-09-28,2270,911057
2021-09-28,3895,2311498
2021-09-28,4913,155905
2021-09-28,5183,107100
2021-09-28,9999,0
2021-09-28,35,700559377
2021-09-29,2226,88935
2021-09-29,2227,113194
2021-09-29,2230,542114
2021-09-29,2233,125167
2021-09-29,2234,83680
2021-09-29,2235,148226
2021-09-29,2236,472828
2021-09-29,2237,431665
2021-09-29,2238,126745
2021-09-29,2240,76984
2021-09-29,2241,165568
2021-09-29,2242,94743
2021-09-29,2243,147283
2021-09-29,2244,394251
2021-09-29,2246,365405
2021-09-29,2247,97702
2021-09-29,2249,64008
2021-09-29,2251,821365
2021-09-29,2253,1193658
2021-09-29,2255,112817
2021-09-29,2256,61698
2021-09-29,2257,77608
2021-09-29,2258,161015
2021-09-29,2260,451189
2021-09-29,2261,152107
2021-09-29,2262,120139
2021-09-29,2263,24228
2021-09-29,2265,454020
2021-09-29,2266,236236
2021-09-29,2268,316632
2021-09-29,2270,912034
2021-09-29,3895,2314105
2021-09-29,4913,156125
2021-09-29,5183,107175
2021-09-29,9999,0
2021-09-29,35,711770026
2021-09-30,2226,89134
2021-09-30,2227,113381
2021-09-30,2230,542637
2021-09-30,2233,125282
2021-09-30,2234,83965
2021-09-30,2235,148323
2021-09-30,2236,473185
2021-09-30,2237,432306
2021-09-30,2238,126954
2021-09-30,2240,77158
2021-09-30,2241,165820
2021-09-30,2242,94858
2021-09-30,2243,147859
2021-09-30,2244,394851
2021-09-30,2246,365783
2021-09-30,2247,97780
2021-09-30,2249,64223
2021-09-30,2251,821859
2021-09-30,2253,1195092
2021-09-30,2255,112922
2021-09-30,2256,61861
2021-09-30,2257,77747
2021-09-30,2258,161294
2021-09-30,2260,451821
2021-09-30,2261,152810
2021-09-30,2262,120340
2021-09-30,2263,24339
2021-09-30,2265,454585
2021-09-30,2266,236466
2021-09-30,2268,317028
2021-09-30,2270,913022
2021-09-30,3895,2316673
2021-09-30,4913,156139
2021-09-30,5183,107352
2021-09-30,9999,0
2021-09-30,35,722994875
2021-10-01,2226,89211
2021-10-01,2227,113488
2021-10-01,2230,543302
2021-10-01,2233,125339
2021-10-01,2234,84022
2021-10-01,2235,148441
2021-10-01,2236,473550
2021-10-01,2237,432854
2021-10-01,2238,127274
2021-10-01,2240,77251
2021-10-01,2241,165919
2021-10-01,2242,94908
2021-10-01,2243,147944
2021-10-01,2244,395207
2021-10-01,2246,366184
2021-10-01,2247,97864
2021-10-01,2249,64341
2021-10-01,2251,822461
2021-10-01,2253,1196273
2021-10-01,2255,112977
2021-10-01,2256,61960
2021-10-01,2257,77782
2021-10-01,2258,161612
2021-10-01,2260,452258
2021-10-01,2261,152961
2021-10-01,2262,120471
2021-10-01,2263,24362
2021-10-01,2265,455007
2021-10-01,2266,236727
2021-10-01,2268,317401
2021-10-01,2270,913817
2021-10-01,3895,2318728
2021-10-01,4913,156266
2021-10-01,5183,107440
2021-10-01,9999,0
2021-10-01,35,734230477
2021-10-02,2226,89407
2021-10-02,2227,113684
2021-10-02,2230,543934
2021-10-02,2233,125458
2021-10-02,2234,84178
2021-10-02,2235,148628
2021-10-02,2236,473922
2021-10-02,2237,433380
2021-10-02,2238,127419
2021-10-02,2240,77351
2021-10-02,2241,166168
2021-10-02,2242,95113
2021-10-02,2243,148037
2021-10-02,2244,395833
2021-10-02,2246,366634
2021-10-02,2247,97996
2021-10-02,2249,64385
2021-10-02,2251,823294
2021-10-02,2253,1197415
2021-10-02,2255,113157
2021-10-02,2256,62181
2021-10-02,2257,77884
2021-10-02,2258,161955
2021-10-02,2260,452620
2021-10-02,2261,153308
2021-10-02,2262,120589
2021-10-02,2263,24412
2021-10-02,2265,455434
2021-10-02,2266,237004
2021-10-02,2268,317813
2021-10-02,2270,914572
2021-10-02,3895,2320853
2021-10-02,4913,156459
2021-10-02,5183,107561
2021-10-02,9999,0
2021-10-02,35,745478515
2021-10-03,2226,89451
2021-10-03,2227,113713
2021-10-03,2230,544350
2021-10-03,2233,125505
2021-10-03,2234,84213
2021-10-03,2235,148668
2021-10-03,2236,474216
2021-10-03,2237,433720
2021-10-03,2238,127442
2021-10-03,2240,77518
2021-10-03,2241,166297
2021-10-03,2242,95136
2021-10-03,2243,148116
2021-10-03,2244,396111
2021-10-03,2246,366820
2021-10-03,2247,98022
2021-10-03,2249,64392
2021-10-03,2251,823375
2021-10-03,2253,1198770
2021-10-03,2255,113191
2021-10-03,2256,62220
2021-10-03,2257,77923
2021-10-03,2258,162415
2021-10-03,2260,452819
2021-10-03,2261,153408
2021-10-03,2262,120625
2021-10-03,2263,24416
2021-10-03,2265,455799
2021-10-03,2266,237113
2021-10-03,2268,318107
2021-10-03,2270,915122
2021-10-03,3895,2322808
2021-10-03,4913,156543
2021-10-03,5183,107613
2021-10-03,9999,0
2021-10-03,35,756734472
2021-10-04,2226,89484
2021-10-04,2227,113752
2021-10-04,2230,544572
2021-10-04,2233,125524
2021-10-04,2234,84236
2021-10-04,2235,148697
2021-10-04,2236,474414
2021-10-04,2237,433983
2021-10-04,2238,127461
2021-10-04,2240,77560
2021-10-04,2241,166429
2021-10-04,2242,95172
2021-10-04,2243,148169
2021-10-04,2244,396329
2021-10-04,2246,367101
2021-10-04,2247,98133
2021-10-04,2249,64395
2021-10-04,2251,823403
2021-10-04,2253,1199670
2021-10-04,2255,113251
2021-10-04,2256,62255
2021-10-04,2257,77952
2021-10-04,2258,162691
2021-10-04,2260,453158
2021-10-04,2261,153499
2021-10-04,2262,120654
2021-10-04,2263,24429
2021-10-04,2265,456051
2021-10-04,2266,237206
2021-10-04,2268,318388
2021-10-04,2270,915796
2021-10-04,3895,2324137
2021-10-04,4913,156630
2021-10-04,5183,107625
2021-10-04,9999,0
2021-10-04,35,767996678
2021-10-05,2226,89542
2021-10-05,2227,113920
2021-10-05,2230,545039
2021-10-05,2233,125610
2021-10-05,2234,84494
2021-10-05,2235,148680
2021-10-05,2236,474702
2021-10-05,2237,434375
2021-10-05,2238,127635
2021-10-05,2240,77596
2021-10-05,2241,166542
2021-10-05,2242,95230
2021-10-05,2243,148329
2021-10-05,2244,396870
2021-10-05,2246,367343
2021-10-05,2247,98229
2021-10-05,2249,64427
2021-10-05,2251,823853
2021-10-05,2253,1200533
2021-10-05,2255,113460
2021-10-05,2256,62386
2021-10-05,2257,77997
2021-10-05,2258,162935
2021-10-05,2260,453564
2021-10-05,2261,153768
2021-10-05,2262,120770
2021-10-05,2263,24447
2021-10-05,2265,456431
2021-10-05,2266,237480
2021-10-05,2268,318828
2021-10-05,2270,916466
2021-10-05,3895,2325792
2021-10-05,4913,156739
2021-10-05,5183,107686
2021-10-05,9999,0
2021-10-05,35,779268376
2021-10-06,2226,89621
2021-10-06,2227,114055
2021-10-06,2230,545661
2021-10-06,2233,125709
2021-10-06,2234,84580
2021-10-06,2235,148784
2021-10-06,2236,475107
2021-10-06,2237,434832
2021-10-06,2238,127859
2021-10-06,2240,77659
2021-10-06,2241,166705
2021-10-06,2242,95415
2021-10-06,2243,148458
2021-10-06,2244,397554
2021-10-06,2246,367540
2021-10-06,2247,98337
2021-10-06,2249,64509
2021-10-06,2251,824648
2021-10-06,2253,1201664
2021-10-06,2255,113552
2021-10-06,2256,62511
2021-10-06,2257,78115
2021-10-06,2258,163185
2021-10-06,2260,454045
2021-10-06,2261,154340
2021-10-06,2262,120939
2021-10-06,2263,24553
2021-10-06,2265,456873
2021-10-06,2266,237719
2021-10-06,2268,319305
2021-10-06,2270,917380
2021-10-06,3895,2327820
2021-10-06,4913,156652
2021-10-06,5183,107790
2021-10-06,9999,0
2021-10-06,35,790551852
2021-10-07,2226,89718
2021-10-07,2227,114164
2021-10-07,2230,546078
2021-10-07,2233,125805
2021-10-07,2234,84681
2021-10-07,2235,148825
2021-10-07,2236,475350
2021-10-07,2237,435226
2021-10-07,2238,127986
2021-10-07,2240,77873
2021-10-07,2241,166837
2021-10-07,2242,95499
2021-10-07,2243,148555
2021-10-07,2244,397890
2021-10-07,2246,367813
2021-10-07,2247,98489
2021-10-07,2249,64582
2021-10-07,2251,825372
2021-10-07,2253,1202521
2021-10-07,2255,113630
2021-10-07,2256,62685
2021-10-07,2257,78169
2021-10-07,2258,163400
2021-10-07,2260,454340
2021-10-07,2261,154800
2021-10-07,2262,121022
2021-10-07,2263,24598
2021-10-07,2265,457222
2021-10-07,2266,237909
2021-10-07,2268,319669
2021-10-07,2270,918018
2021-10-07,3895,2329398
2021-10-07,4913,156777
2021-10-07,5183,107852
2021-10-07,9999,0
2021-10-07,35,801844605
2021-10-08,2226,89818
2021-10-08,2227,114271
2021-10-08,2230,546619
2021-10-08,2233,125880
2021-10-08,2234,84888
2021-10-08,2235,148851
2021-10-08,2236,475629
2021-10-08,2237,435615
2021-10-08,2238,128227
2021-10-08,2240,77939
2021-10-08,2241,167002
2021-10-08,2242,95604
2021-10-08,2243,149005
2021-10-08,2244,398714
2021-10-08,2246,368050
2021-10-08,2247,98581
2021-10-08,2249,64630
2021-10-08,2251,825917
2021-10-08,2253,1203645
2021-10-08,2255,113730
2021-10-08,2256,62892
2021-10-08,2257,78280
2021-10-08,2258,163657
2021-10-08,2260,454830
2021-10-08,2261,155105
2021-10-08,2262,121136
2021-10-08,2263,24612
2021-10-08,2265,457660
2021-10-08,2266,238104
2021-10-08,2268,320133
2021-10-08,2270,918782
2021-10-08,3895,2331229
2021-10-08,4913,156544
2021-10-08,5183,107970
2021-10-08,9999,0
2021-10-08,35,813148154
2021-10-09,2226,89963
2021-10-09,2227,114436
2021-10-09,2230,547293
2021-10-09,2233,126057
2021-10-09,2234,85011
2021-10-09,2235,148996
2021-10-09,2236,475968
2021-10-09,2237,436205
2021-10-09,2238,128372
2021-10-09,2240,78018
2021-10-09,2241,167227
2021-10-09,2242,95678
2021-10-09,2243,149412
2021-10-09,2244,399367
2021-10-09,2246,368572
2021-10-09,2247,98729
2021-10-09,2249,64732
2021-10-09,2251,826968
2021-10-09,2253,1205013
2021-10-09,2255,113872
2021-10-09,2256,63089
2021-10-09,2257,78423
2021-10-09,2258,163948
2021-10-09,2260,455292
2021-10-09,2261,155576
2021-10-09,2262,121336
2021-10-09,2263,24647
2021-10-09,2265,458270
2021-10-09,2266,238337
2021-10-09,2268,320676
2021-10-09,2270,919604
2021-10-09,3895,2333836
2021-10-09,4913,156708
2021-10-09,5183,108101
2021-10-09,9999,0
2021-10-09,35,824465886
2021-10-10,2226,90006
2021-10-10,2227,114511
2021-10-10,2230,547793
2021-10-10,2233,126102
2021-10-10,2234,85072
2021-10-10,2235,149069
2021-10-10,2236,476319
2021-10-10,2237,436702
2021-10-10,2238,128410
2021-10-10,2240,78189
2021-10-10,2241,167350
2021-10-10,2242,95760
2021-10-10,2243,149554
2021-10-10,2244,399774
2021-10-10,2246,368855
2021-10-10,2247,98766
2021-10-10,2249,64756
2021-10-10,2251,827552
2021-10-10,2253,1206655
2021-10-10,2255,113910
2021-10-10,2256,63175
2021-10-10,2257,78464
2021-10-10,2258,164093
2021-10-10,2260,455560
2021-10-10,2261,155747
2021-10-10,2262,121382
2021-10-10,2263,24651
2021-10-10,2265,458765
2021-10-10,2266,238467
2021-10-10,2268,320975
2021-10-10,2270,920338
2021-10-10,3895,2336246
2021-10-10,4913,156802
2021-10-10,5183,108148
2021-10-10,9999,0
2021-10-10,35,835793804
2021-10-11,2226,90020
2021-10-11,2227,114534
2021-10-11,2230,547899
2021-10-11,2233,126126
2021-10-11,2234,85089
2021-10-11,2235,149079
2021-10-11,2236,476451
2021-10-11,2237,436901
2021-10-11,2238,128418
2021-10-11,2240,78200
2021-10-11,2241,167416
2021-10-11,2242,95784
2021-10-11,2243,149619
2021-10-11,2244,399955
2021-10-11,2246,368995
2021-10-11,2247,98789
2021-10-11,2249,64762
2021-10-11,2251,827665
2021-10-11,2253,1207387
2021-10-11,2255,113923
2021-10-11,2256,63201
2021-10-11,2257,78491
2021-10-11,2258,164200
2021-10-11,2260,455761
2021-10-11,2261,155776
2021-10-11,2262,121397
2021-10-11,2263,24652
2021-10-11,2265,458951
2021-10-11,2266,238488
2021-10-11,2268,321196
2021-10-11,2270,920816
2021-10-11,3895,2337270
2021-10-11,4913,156826
2021-10-11,5183,108153
2021-10-11,9999,0
2021-10-11,35,847125994
2021-10-12,2226,90029
2021-10-12,2227,114543
2021-10-12,2230,547949
2021-10-12,2233,126131
2021-10-12,2234,85093
2021-10-12,2235,149087
2021-10-12,2236,476501
2021-10-12,2237,436968
2021-10-12,2238,128418
2021-10-12,2240,78200
2021-10-12,2241,167450
2021-10-12,2242,95787
2021-10-12,2243,149628
2021-10-12,2244,400039
2021-10-12,2246,369094
2021-10-12,2247,98795
2021-10-12,2249,64770
2021-10-12,2251,827895
2021-10-12,2253,1207684
2021-10-12,2255,113958
2021-10-12,2256,63237
2021-10-12,2257,78501
2021-10-12,2258,164202
2021-10-12,2260,455822
2021-10-12,2261,155828
2021-10-12,2262,121405
2021-10-12,2263,24652
2021-10-12,2265,459015
2021-10-12,2266,238495
2021-10-12,2268,321328
2021-10-12,2270,920963
2021-10-12,3895,2337625
2021-10-12,4913,156830
2021-10-12,5183,108153
2021-10-12,9999,0
2021-10-12,35,858460069
2021-10-13,2226,90080
2021-10-13,2227,114686
2021-10-13,2230,548528
2021-10-13,2233,126240
2021-10-13,2234,85346
2021-10-13,2235,149193
2021-10-13,2236,476833
2021-10-13,2237,437223
2021-10-13,2238,128635
2021-10-13,2240,78270
2021-10-13,2241,167603
2021-10-13,2242,95920
2021-10-13,2243,149848
2021-10-13,2244,400389
2021-10-13,2246,369200
2021-10-13,2247,98972
2021-10-13,2249,64849
2021-10-13,2251,828574
2021-10-13,2253,1208738
2021-10-13,2255,114072
2021-10-13,2256,63377
2021-10-13,2257,78625
2021-10-13,2258,164465
2021-10-13,2260,456217
2021-10-13,2261,156333
2021-10-13,2262,121536
2021-10-13,2263,24774
2021-10-13,2265,459358
2021-10-13,2266,238695
2021-10-13,2268,321727
2021-10-13,2270,921679
2021-10-13,3895,2341048
2021-10-13,4913,157104
2021-10-13,5183,108241
2021-10-13,9999,0
2021-10-13,35,869806447
2021-10-14,2226,90178
2021-10-14,2227,114783
2021-10-14,2230,549115
2021-10-14,2233,126344
2021-10-14,2234,85623
2021-10-14,2235,149282
2021-10-14,2236,477171
2021-10-14,2237,437770
2021-10-14,2238,128754
2021-10-14,2240,78398
2021-10-14,2241,167769
2021-10-14,2242,95997
2021-10-14,2243,149986
2021-10-14,2244,400714
2021-10-14,2246,369466
2021-10-14,2247,99068
2021-10-14,2249,64961
2021-10-14,2251,829207
2021-10-14,2253,1209802
2021-10-14,2255,114169
2021-10-14,2256,63555
2021-10-14,2257,78665
2021-10-14,2258,164624
2021-10-14,2260,456532
2021-10-14,2261,156630
2021-10-14,2262,121669
2021-10-14,2263,24842
2021-10-14,2265,459734
2021-10-14,2266,238880
2021-10-14,2268,322174
2021-10-14,2270,922308
2021-10-14,3895,2342900
2021-10-14,4913,157189
2021-10-14,5183,108320
2021-10-14,9999,0
2021-10-14,35,881163026
2021-10-15,2226,90243
2021-10-15,2227,114891
2021-10-15,2230,549709
2021-10-15,2233,126437
2021-10-15,2234,85742
2021-10-15,2235,149408
2021-10-15,2236,477448
2021-10-15,2237,438156
2021-10-15,2238,128951
2021-10-15,2240,78461
2021-10-15,2241,167891
2021-10-15,2242,96133
2021-10-15,2243,150136
2021-10-15,2244,401144
2021-10-15,2246,369764
2021-10-15,2247,99191
2021-10-15,2249,65063
2021-10-15,2251,829835
2021-10-15,2253,1210712
2021-10-15,2255,114252
2021-10-15,2256,63669
2021-10-15,2257,78767
2021-10-15,2258,164848
2021-10-15,2260,457075
2021-10-15,2261,156856
2021-10-15,2262,121812
2021-10-15,2263,24855
2021-10-15,2265,460149
2021-10-15,2266,239052
2021-10-15,2268,322492
2021-10-15,2270,922900
2021-10-15,3895,2344722
2021-10-15,4913,157356
2021-10-15,5183,108427
2021-10-15,9999,0
2021-10-15,35,892529573
2021-10-16,2226,90406
2021-10-16,2227,115061
2021-10-16,2230,550178
2021-10-16,2233,126678
2021-10-16,2234,85871
2021-10-16,2235,149513
2021-10-16,2236,477764
2021-10-16,2237,438561
2021-10-16,2238,129064
2021-10-16,2240,78551
2021-10-16,2241,168070
2021-10-16,2242,96178
2021-10-16,2243,150227
2021-10-16,2244,401565
2021-10-16,2246,370003
2021-10-16,2247,99289
2021-10-16,2249,65116
2021-10-16,2251,830474
2021-10-16,2253,1211571
2021-10-16,2255,114370
2021-10-16,2256,63804
2021-10-16,2257,78842
2021-10-16,2258,165078
2021-10-16,2260,457379
2021-10-16,2261,157078
2021-10-16,2262,121938
2021-10-16,2263,24877
2021-10-16,2265,460570
2021-10-16,2266,239164
2021-10-16,2268,322860
2021-10-16,2270,923567
2021-10-16,3895,2346641
2021-10-16,4913,157600
2021-10-16,5183,108504
2021-10-16,9999,0
2021-10-16,35,903905985
2021-10-17,2226,90432
2021-10-17,2227,115129
2021-10-17,2230,550633
2021-10-17,2233,126735
2021-10-17,2234,85909
2021-10-17,2235,149613
2021-10-17,2236,478013
2021-10-17,2237,438884
2021-10-17,2238,129183
2021-10-17,2240,78706
2021-10-17,2241,168143
2021-10-17,2242,96265
2021-10-17,2243,150267
2021-10-17,2244,401781
2021-10-17,2246,370250
2021-10-17,2247,99330
2021-10-17,2249,65146
2021-10-17,2251,830863
2021-10-17,2253,1212708
2021-10-17,2255,114386
2021-10-17,2256,63831
2021-10-17,2257,78856
2021-10-17,2258,165113
2021-10-17,2260,457589
2021-10-17,2261,157212
2021-10-17,2262,121966
2021-10-17,2263,24888
2021-10-17,2265,460880
2021-10-17,2266,239263
2021-10-17,2268,323167
2021-10-17,2270,924222
2021-10-17,3895,2348469
2021-10-17,4913,157668
2021-10-17,5183,108545
2021-10-17,9999,0
2021-10-17,35,915290030
2021-10-18,2226,90447
2021-10-18,2227,115145
2021-10-18,2230,550809
2021-10-18,2233,126763
2021-10-18,2234,85921
2021-10-18,2235,149629
2021-10-18,2236,478167
2021-10-18,2237,439066
2021-10-18,2238,129205
2021-10-18,2240,78725
2021-10-18,2241,168201
2021-10-18,2242,96274
2021-10-18,2243,150294
2021-10-18,2244,401902
2021-10-18,2246,370461
2021-10-18,2247,99366
2021-10-18,2249,65146
2021-10-18,2251,831048
2021-10-18,2253,1213342
2021-10-18,2255,114390
2021-10-18,2256,63844
2021-10-18,2257,78867
2021-10-18,2258,165115
2021-10-18,2260,457841
2021-10-18,2261,157240
2021-10-18,2262,121976
2021-10-18,2263,24892
2021-10-18,2265,461023
2021-10-18,2266,239291
2021-10-18,2268,323336
2021-10-18,2270,924653
2021-10-18,3895,2349397
2021-10-18,4913,157699
2021-10-18,5183,108558
2021-10-18,9999,0
2021-10-18,35,926678063
2021-10-19,2226,90488
2021-10-19,2227,115213
2021-10-19,2230,551134
2021-10-19,2233,126815
2021-10-19,2234,86147
2021-10-19,2235,149715
2021-10-19,2236,478381
2021-10-19,2237,439372
2021-10-19,2238,129261
2021-10-19,2240,78753
2021-10-19,2241,168294
2021-10-19,2242,96313
2021-10-19,2243,150388
2021-10-19,2244,402256
2021-10-19,2246,370692
2021-10-19,2247,99467
2021-10-19,2249,65183
2021-10-19,2251,831401
2021-10-19,2253,1214085
2021-10-19,2255,114487
2021-10-19,2256,63955
2021-10-19,2257,78920
2021-10-19,2258,165236
2021-10-19,2260,458090
2021-10-19,2261,157367
2021-10-19,2262,122081
2021-10-19,2263,24907
2021-10-19,2265,461421
2021-10-19,2266,239435
2021-10-19,2268,323668
2021-10-19,2270,925225
2021-10-19,3895,2350696
2021-10-19,4913,157819
2021-10-19,5183,108605
2021-10-19,9999,0
2021-10-19,35,938073333
2021-10-20,2226,90539
2021-10-20,2227,115402
2021-10-20,2230,551543
2021-10-20,2233,126881
2021-10-20,2234,86318
2021-10-20,2235,149805
2021-10-20,2236,478736
2021-10-20,2237,439738
2021-10-20,2238,129416
2021-10-20,2240,78912
2021-10-20,2241,168417
2021-10-20,2242,96424
2021-10-20,2243,150514
2021-10-20,2244,402730
2021-10-20,2246,370958
2021-10-20,2247,99561
2021-10-20,2249,65240
2021-10-20,2251,831715
2021-10-20,2253,1215125
2021-10-20,2255,114552
2021-10-20,2256,64024
2021-10-20,2257,79040
2021-10-20,2258,165499
2021-10-20,2260,458457
2021-10-20,2261,157684
2021-10-20,2262,122188
2021-10-20,2263,24970
2021-10-20,2265,461804
2021-10-20,2266,239554
2021-10-20,2268,323910
2021-10-20,2270,925923
2021-10-20,3895,2352356
2021-10-20,4913,157493
2021-10-20,5183,108689
2021-10-20,9999,0
2021-10-20,35,949477450
2021-10-21,2226,90629
2021-10-21,2227,115509
2021-10-21,2230,551938
2021-10-21,2233,126977
2021-10-21,2234,86534
2021-10-21,2235,149838
2021-10-21,2236,478993
2021-10-21,2237,440107
2021-10-21,2238,129497
2021-10-21,2240,79025
2021-10-21,2241,168551
2021-10-21,2242,96484
2021-10-21,2243,150626
2021-10-21,2244,403332
2021-10-21,2246,371214
2021-10-21,2247,99625
2021-10-21,2249,65336
2021-10-21,2251,832124
2021-10-21,2253,1215984
2021-10-21,2255,114607
2021-10-21,2256,64159
2021-10-21,2257,79115
2021-10-21,2258,165665
2021-10-21,2260,458773
2021-10-21,2261,157901
2021-10-21,2262,122280
2021-10-21,2263,24982
2021-10-21,2265,462188
2021-10-21,2266,239695
2021-10-21,2268,324161
2021-10-21,2270,926609
2021-10-21,3895,2353642
2021-10-21,4913,157130
2021-10-21,5183,108771
2021-10-21,9999,0
2021-10-21,35,960889451
2021-10-22,2226,90681
2021-10-22,2227,115686
2021-10-22,2230,552361
2021-10-22,2233,127069
2021-10-22,2234,86808
2021-10-22,2235,149920
2021-10-22,2236,479252
2021-10-22,2237,440406
2021-10-22,2238,129703
2021-10-22,2240,79109
2021-10-22,2241,168723
2021-10-22,2242,96632
2021-10-22,2243,150820
2021-10-22,2244,403774
2021-10-22,2246,371508
2021-10-22,2247,99702
2021-10-22,2249,65416
2021-10-22,2251,832601
2021-10-22,2253,1216828
2021-10-22,2255,114713
2021-10-22,2256,64230
2021-10-22,2257,79199
2021-10-22,2258,165947
2021-10-22,2260,459201
2021-10-22,2261,158119
2021-10-22,2262,122358
2021-10-22,2263,24993
2021-10-22,2265,462475
2021-10-22,2266,239861
2021-10-22,2268,324449
2021-10-22,2270,927289
2021-10-22,3895,2355214
2021-10-22,4913,156706
2021-10-22,5183,108929
2021-10-22,9999,0
2021-10-22,35,972310133
2021-10-23,2226,90783
2021-10-23,2227,115779
2021-10-23,2230,552773
2021-10-23,2233,127148
2021-10-23,2234,86902
2021-10-23,2235,150050
2021-10-23,2236,479547
2021-10-23,2237,440720
2021-10-23,2238,129810
2021-10-23,2240,79268
2021-10-23,2241,168868
2021-10-23,2242,96671
2021-10-23,2243,150879
2021-10-23,2244,404099
2021-10-23,2246,371762
2021-10-23,2247,99750
2021-10-23,2249,65465
2021-10-23,2251,833224
2021-10-23,2253,1217747
2021-10-23,2255,114832
2021-10-23,2256,64284
2021-10-23,2257,79234
2021-10-23,2258,166090
2021-10-23,2260,459518
2021-10-23,2261,158237
2021-10-23,2262,122460
2021-10-23,2263,25008
2021-10-23,2265,462857
2021-10-23,2266,240060
2021-10-23,2268,324859
2021-10-23,2270,927909
2021-10-23,3895,2356957
2021-10-23,4913,156903
2021-10-23,5183,109028
2021-10-23,9999,0
2021-10-23,35,983739614
2021-10-24,2226,90820
2021-10-24,2227,115813
2021-10-24,2230,553095
2021-10-24,2233,127369
2021-10-24,2234,86930
2021-10-24,2235,150096
2021-10-24,2236,479850
2021-10-24,2237,440901
2021-10-24,2238,129865
2021-10-24,2240,79356
2021-10-24,2241,168918
2021-10-24,2242,96735
2021-10-24,2243,150937
2021-10-24,2244,404298
2021-10-24,2246,371904
2021-10-24,2247,99773
2021-10-24,2249,65475
2021-10-24,2251,833711
2021-10-24,2253,1218698
2021-10-24,2255,114847
2021-10-24,2256,64319
2021-10-24,2257,79243
2021-10-24,2258,166123
2021-10-24,2260,459675
2021-10-24,2261,158321
2021-10-24,2262,122484
2021-10-24,2263,25010
2021-10-24,2265,463132
2021-10-24,2266,240031
2021-10-24,2268,325101
2021-10-24,2270,928493
2021-10-24,3895,2358592
2021-10-24,4913,156974
2021-10-24,5183,109007
2021-10-24,9999,0
2021-10-24,35,995175510
2021-10-25,2226,90843
2021-10-25,2227,115824
2021-10-25,2230,553153
2021-10-25,2233,127424
2021-10-25,2234,86935
2021-10-25,2235,150105
2021-10-25,2236,479946
2021-10-25,2237,441002
2021-10-25,2238,129867
2021-10-25,2240,79359
2021-10-25,2241,168945
2021-10-25,2242,96744
2021-10-25,2243,150975
2021-10-25,2244,404383
2021-10-25,2246,372019
2021-10-25,2247,99786
2021-10-25,2249,65476
2021-10-25,2251,833873
2021-10-25,2253,1219234
2021-10-25,2255,114854
2021-10-25,2256,64347
2021-10-25,2257,79252
2021-10-25,2258,166144
2021-10-25,2260,459845
2021-10-25,2261,158342
2021-10-25,2262,122502
2021-10-25,2263,25016
2021-10-25,2265,463226
2021-10-25,2266,240066
2021-10-25,2268,325303
2021-10-25,2270,928871
2021-10-25,3895,2359267
2021-10-25,4913,156996
2021-10-25,5183,109006
2021-10-25,9999,0
2021-10-25,35,1006614440
2021-10-26,2226,90894
2021-10-26,2227,115911
2021-10-26,2230,553400
2021-10-26,2233,127495
2021-10-26,2234,87001
